time_type,date,indicator,indicator_category,geography,group_name,group_category,estimate,sd,season
Weekly,12/2/2023,booster,boosted,Arizona,Overall,Overall,15.7446,0.5808673469387755,2023/2024
Weekly,12/2/2023,booster,boosted,Arkansas,Overall,Overall,12.774,0.5950510204081633,2023/2024
Weekly,12/2/2023,booster,boosted,California,Overall,Overall,17.8264,0.635765306,2023/2024
Weekly,12/2/2023,booster,boosted,Colorado,Overall,Overall,22.381,0.6732142857142857,2023/2024
Weekly,12/2/2023,booster,boosted,Connecticut,Overall,Overall,22.5175,1.2181122448979593,2023/2024
Weekly,12/2/2023,booster,boosted,Delaware,Overall,Overall,20.0514,0.5476020408163265,2023/2024
Weekly,12/2/2023,booster,boosted,District of Columbia,Overall,Overall,30.144,0.5905102040816327,2023/2024
Weekly,12/2/2023,booster,boosted,Florida,Overall,Overall,12.3629,0.6571938775510204,2023/2024
Weekly,12/2/2023,booster,boosted,Georgia,Overall,Overall,11.1825,1.0891326530612244,2023/2024
Weekly,12/2/2023,booster,boosted,Hawaii,Overall,Overall,18.0362,0.5850510204081633,2023/2024
Weekly,12/2/2023,booster,boosted,Idaho,Overall,Overall,15.4147,0.8193367346938776,2023/2024
Weekly,12/2/2023,booster,boosted,Illinois,Overall,Overall,19.9773,0.44744897959183677,2023/2024
Weekly,12/2/2023,booster,boosted,Indiana,Overall,Overall,14.5219,0.516734694,2023/2024
Weekly,12/2/2023,booster,boosted,Iowa,Overall,Overall,19.1178,0.8884183673469388,2023/2024
Weekly,12/2/2023,booster,boosted,Kansas,Overall,Overall,16.5795,0.6627551020408163,2023/2024
Weekly,12/2/2023,booster,boosted,Kentucky,Overall,Overall,14.0465,0.6254081632653061,2023/2024
Weekly,12/2/2023,booster,boosted,Louisiana,Overall,Overall,8.7178,0.4144387755102041,2023/2024
Weekly,12/2/2023,booster,boosted,Maine,Overall,Overall,23.0753,0.5773469387755101,2023/2024
Weekly,12/2/2023,booster,boosted,Maryland,Overall,Overall,21.5725,0.841938776,2023/2024
Weekly,12/2/2023,booster,boosted,Massachusetts,Overall,Overall,26.5617,0.6271938775510204,2023/2024
Weekly,12/2/2023,booster,boosted,Michigan,Overall,Overall,19.5814,0.8622448979591837,2023/2024
Weekly,12/2/2023,booster,boosted,Minnesota,Overall,Overall,27.4821,0.7056122448979592,2023/2024
Weekly,12/2/2023,booster,boosted,Mississippi,Overall,Overall,8.0965,0.5537244897959184,2023/2024
Weekly,12/2/2023,booster,boosted,Missouri,Overall,Overall,17.518,0.7616326530612244,2023/2024
Weekly,12/2/2023,booster,boosted,Montana,Overall,Overall,17.5767,0.5007142857142858,2023/2024
Weekly,12/2/2023,booster,boosted,Nebraska,Overall,Overall,17.9476,0.7362244897959184,2023/2024
Weekly,12/2/2023,booster,boosted,Nevada,Overall,Overall,13.3186,0.49698979591836734,2023/2024
Weekly,12/2/2023,booster,boosted,New Hampshire,Overall,Overall,23.701,0.5688265306122449,2023/2024
Weekly,12/2/2023,booster,boosted,New Jersey,Overall,Overall,17.1536,0.6255102040816326,2023/2024
Weekly,12/2/2023,booster,boosted,New Mexico,Overall,Overall,20.0546,0.6213265306122449,2023/2024
Weekly,12/2/2023,booster,boosted,New York,Overall,Overall,16.6809,0.48872448979591837,2023/2024
Weekly,12/2/2023,booster,boosted,North Carolina,Overall,Overall,16.1646,0.5395918367346939,2023/2024
Weekly,12/2/2023,booster,boosted,North Dakota,Overall,Overall,15.0494,0.6531122448979592,2023/2024
Weekly,12/2/2023,booster,boosted,Ohio,Overall,Overall,15.613,0.7597448979591838,2023/2024
Weekly,12/2/2023,booster,boosted,Oklahoma,Overall,Overall,12.0239,0.456530612,2023/2024
Weekly,12/2/2023,booster,boosted,Oregon,Overall,Overall,22.9474,0.6831632653061225,2023/2024
Weekly,12/2/2023,booster,boosted,Pennsylvania,Overall,Overall,18.1548,0.4748469387755102,2023/2024
Weekly,12/2/2023,booster,boosted,Puerto Rico,Overall,Overall,7.6131,0.34448979591836737,2023/2024
Weekly,12/2/2023,booster,boosted,Rhode Island,Overall,Overall,23.4146,1.0735204081632652,2023/2024
Weekly,12/2/2023,booster,boosted,South Carolina,Overall,Overall,12.132,0.4385204081632653,2023/2024
Weekly,12/2/2023,booster,boosted,South Dakota,Overall,Overall,16.8972,0.5493877551020409,2023/2024
Weekly,12/2/2023,booster,boosted,Tennessee,Overall,Overall,12.5498,0.7119897959183673,2023/2024
Weekly,12/2/2023,booster,boosted,Texas,Overall,Overall,12.4339,0.4760714285714286,2023/2024
Weekly,12/2/2023,booster,boosted,Utah,Overall,Overall,15.334,0.7691326530612246,2023/2024
Weekly,12/2/2023,booster,boosted,Vermont,Overall,Overall,29.8696,1.1584183673469388,2023/2024
Weekly,12/2/2023,booster,boosted,Virgin Islands,Overall,Overall,2.5293,0.44357142857142856,2023/2024
Weekly,12/2/2023,booster,boosted,Virginia,Overall,Overall,19.361,0.4630612244897959,2023/2024
Weekly,12/2/2023,booster,boosted,Washington,Overall,Overall,22.3979,0.9333673469387754,2023/2024
Weekly,12/2/2023,booster,boosted,West Virginia,Overall,Overall,12.8711,0.42454081632653057,2023/2024
Weekly,12/2/2023,booster,boosted,Wisconsin,Overall,Overall,21.6455,0.7913775510204082,2023/2024
Weekly,12/2/2023,booster,boosted,Wyoming,Overall,Overall,12.5566,0.414234694,2023/2024
Weekly,12/2/2023,booster,boosted,Region 1,Overall,Overall,25.1699,0.49168367346938774,2023/2024
Weekly,12/2/2023,booster,boosted,Region 10,Overall,Overall,20.9952,0.5869897959183674,2023/2024
Weekly,12/2/2023,booster,boosted,Region 2,Overall,Overall,15.6752,0.3391326530612245,2023/2024
Weekly,12/2/2023,booster,boosted,Region 3,Overall,Overall,19.1513,0.3472448979591837,2023/2024
Weekly,12/2/2023,booster,boosted,Region 4,Overall,Overall,12.4238,0.3435204081632653,2023/2024
Weekly,12/2/2023,booster,boosted,Region 5,Overall,Overall,18.9269,0.32413265306122446,2023/2024
Weekly,12/2/2023,booster,boosted,Region 6,Overall,Overall,12.2588,0.3398469387755102,2023/2024
Weekly,12/2/2023,booster,boosted,Region 7,Overall,Overall,17.6837,0.46035714285714285,2023/2024
Weekly,12/2/2023,booster,boosted,Region 8,Overall,Overall,18.6397,0.45122448979591834,2023/2024
Weekly,12/2/2023,booster,boosted,Region 9,Overall,Overall,17.3163,0.5208163265306123,2023/2024
Weekly,12/2/2023,booster,boosted,National,Overall,Overall,16.495,0.14903061224489797,2023/2024
Weekly,12/2/2023,booster,boosted,National,Health Insurance Among 18-64 Years,Insured,13.8867,0.15918367346938775,2023/2024
Weekly,12/2/2023,booster,boosted,National,Health Insurance Among 18-64 Years,Uninsured,5.3043,0.28908163265306125,2023/2024
Weekly,12/2/2023,booster,boosted,National,Health Insurance,Insured,17.8911,0.1529591836734694,2023/2024
Weekly,12/2/2023,booster,boosted,National,Health Insurance,Uninsured,5.6153,0.29831632653061224,2023/2024
Weekly,12/2/2023,booster,boosted,National,Gender Identity,Cisgender,16.5381,0.15091836734693878,2023/2024
Weekly,12/2/2023,booster,boosted,National,Gender Identity,Don't Know/Refused,12.8891,1.225765306122449,2023/2024
Weekly,12/2/2023,booster,boosted,National,Gender Identity,Transgender/Nonbinary,18.6178,1.3949489795918368,2023/2024
Weekly,12/2/2023,booster,boosted,National,Disability Status,No,16.5186,0.15979591836734694,2023/2024
Weekly,12/2/2023,booster,boosted,National,Disability Status,Yes,16.3748,0.40224489795918367,2023/2024
Weekly,12/2/2023,booster,boosted,National,Age,18-29 years,6.7675,0.21739795918367347,2023/2024
Weekly,12/2/2023,booster,boosted,National,Age,30-39 years,10.461,0.2595918367346939,2023/2024
Weekly,12/2/2023,booster,boosted,National,Age,40-49 years,13.0598,0.32607142857142857,2023/2024
Weekly,12/2/2023,booster,boosted,National,Age,50-64 years,18.8436,0.31520408163265307,2023/2024
Weekly,12/2/2023,booster,boosted,National,Age,65-74 years,30.2225,0.4850510204081633,2023/2024
Weekly,12/2/2023,booster,boosted,National,Age,75+ years,31.2208,0.622295918,2023/2024
Weekly,12/9/2023,booster,boosted,National,Urbanicity,Rural (Non-MSA),13.8346,0.35010204081632657,2023/2024
Weekly,12/9/2023,booster,boosted,National,Urbanicity,Suburban (MSA Non-Principal City),17.6131,0.22999999999999998,2023/2024
Weekly,12/9/2023,booster,boosted,National,Urbanicity,Urban MSA Principal City,17.5983,0.30897959183673473,2023/2024
Weekly,12/9/2023,booster,boosted,National,Sexual Orientation,Don't Know/Refused,14.3366,0.540408163,2023/2024
Weekly,12/9/2023,booster,boosted,National,Sexual Orientation,Gay/Lesbian/Bisexual/Other,18.7486,0.7286734693877551,2023/2024
Weekly,12/9/2023,booster,boosted,National,Sexual Orientation,Straight,17.3478,0.18903061224489795,2023/2024
Weekly,12/9/2023,booster,boosted,National,Sex,Female,18.9205,0.25698979591836735,2023/2024
Weekly,12/9/2023,booster,boosted,National,Sex,Male,15.5068,0.23362244897959183,2023/2024
Weekly,12/9/2023,booster,boosted,National,Race/Ethnicity,"American Indian/Alaska Native, Non-Hispanic",8.9716,0.8271428571428572,2023/2024
Weekly,12/9/2023,booster,boosted,National,Race/Ethnicity,"Asian, Non-Hispanic",16.1054,0.7568877551020409,2023/2024
Weekly,12/9/2023,booster,boosted,National,Race/Ethnicity,"Black, Non-Hispanic",13.6239,0.4779591836734694,2023/2024
Weekly,12/9/2023,booster,boosted,National,Race/Ethnicity,Hispanic,10.784,0.4462755102040817,2023/2024
Weekly,12/9/2023,booster,boosted,National,Race/Ethnicity,"Other, Non-Hispanic",14.0276,0.4929081632653061,2023/2024
Weekly,12/9/2023,booster,boosted,National,Race/Ethnicity,"Pacific Islander/Native Hawaiian, Non-Hispanic",12.3793,1.9086734693877552,2023/2024
Weekly,12/9/2023,booster,boosted,National,Race/Ethnicity,"White, Non-Hispanic",20.3881,0.2254591836734694,2023/2024
Weekly,12/9/2023,booster,boosted,National,Poverty Status,"Above Poverty, Income < $75k",15.5911,0.33306122448979597,2023/2024
Weekly,12/9/2023,booster,boosted,National,Poverty Status,"Above Poverty, Income >= $75k",22.149,0.29316326530612247,2023/2024
Weekly,12/9/2023,booster,boosted,National,Poverty Status,Below Poverty,9.5368,0.3386224489795918,2023/2024
Weekly,12/9/2023,booster,boosted,National,Poverty Status,Poverty Status Unknown,14.944,0.33811224489795916,2023/2024
Weekly,12/9/2023,booster,boosted,Illinois-City of Chicago,Overall,Overall,23.5474,2.384234693877551,2023/2024
Weekly,12/9/2023,booster,boosted,Illinois-Rest of State,Overall,Overall,19.6771,0.5135204081632653,2023/2024
Weekly,12/9/2023,booster,boosted,New York-New York City,Overall,Overall,14.8572,0.7675510204081633,2023/2024
Weekly,12/9/2023,booster,boosted,New York-Rest of State,Overall,Overall,18.6323,0.7255102040816326,2023/2024
Weekly,12/9/2023,booster,boosted,Pennsylvania-Philadelphia County,Overall,Overall,18.2891,0.740765306,2023/2024
Weekly,12/9/2023,booster,boosted,Pennsylvania-Rest of State,Overall,Overall,18.0128,0.4838775510204082,2023/2024
Weekly,12/9/2023,booster,boosted,Texas-Bexar County,Overall,Overall,14.2891,0.4325,2023/2024
Weekly,12/9/2023,booster,boosted,Texas-City of Houston,Overall,Overall,13.3542,0.4270408163265306,2023/2024
Weekly,12/9/2023,booster,boosted,Texas-Rest of State,Overall,Overall,12.2945,0.553469388,2023/2024
Weekly,12/9/2023,booster,boosted,Alabama,Overall,Overall,10.6375,0.661734694,2023/2024
Weekly,12/9/2023,booster,boosted,Alaska,Overall,Overall,14.1669,0.6384693877551021,2023/2024
Weekly,12/9/2023,booster,boosted,Arizona,Overall,Overall,15.764,0.5806122448979592,2023/2024
Weekly,12/9/2023,booster,boosted,Arkansas,Overall,Overall,13.8212,1.0361734693877551,2023/2024
Weekly,12/9/2023,booster,boosted,California,Overall,Overall,18.8384,0.9972448979591836,2023/2024
Weekly,12/9/2023,booster,boosted,Colorado,Overall,Overall,23.8809,0.9117857142857143,2023/2024
Weekly,12/9/2023,booster,boosted,Connecticut,Overall,Overall,22.5213,1.2152040816326533,2023/2024
Weekly,12/9/2023,booster,boosted,Delaware,Overall,Overall,20.9263,0.8785714285714286,2023/2024
Weekly,12/9/2023,booster,boosted,District of Columbia,Overall,Overall,30.4624,0.623673469,2023/2024
Weekly,12/9/2023,booster,boosted,Florida,Overall,Overall,12.3629,0.6571938775510204,2023/2024
Weekly,12/9/2023,booster,boosted,Georgia,Overall,Overall,11.1825,1.0891326530612244,2023/2024
Weekly,12/9/2023,booster,boosted,Hawaii,Overall,Overall,18.2073,0.6041836734693877,2023/2024
Weekly,12/9/2023,booster,boosted,Idaho,Overall,Overall,15.7291,0.8332142857142857,2023/2024
Weekly,12/9/2023,booster,boosted,Illinois,Overall,Overall,21.2368,0.6569387755102042,2023/2024
Weekly,12/9/2023,booster,boosted,Indiana,Overall,Overall,14.8606,0.6252040816326531,2023/2024
Weekly,12/9/2023,booster,boosted,Iowa,Overall,Overall,20.3338,1.5465816326530613,2023/2024
Weekly,12/9/2023,booster,boosted,Kansas,Overall,Overall,16.6755,0.6712244897959184,2023/2024
Weekly,12/9/2023,booster,boosted,Kentucky,Overall,Overall,14.4278,0.6827040816326531,2023/2024
Weekly,12/9/2023,booster,boosted,Louisiana,Overall,Overall,9.2449,0.5858163265306123,2023/2024
Weekly,12/9/2023,booster,boosted,Maine,Overall,Overall,23.9144,0.829234694,2023/2024
Weekly,12/9/2023,booster,boosted,Maryland,Overall,Overall,23.0973,1.4146938775510205,2023/2024
Weekly,12/9/2023,booster,boosted,Massachusetts,Overall,Overall,27.2903,0.7273469387755102,2023/2024
Weekly,12/9/2023,booster,boosted,Michigan,Overall,Overall,19.5814,0.8622448979591837,2023/2024
Weekly,12/9/2023,booster,boosted,Minnesota,Overall,Overall,28.28,0.7619897959183674,2023/2024
Weekly,12/9/2023,booster,boosted,Mississippi,Overall,Overall,8.2646,0.5706122448979593,2023/2024
Weekly,12/9/2023,booster,boosted,Missouri,Overall,Overall,19.1369,1.1414285714285715,2023/2024
Weekly,12/9/2023,booster,boosted,Montana,Overall,Overall,17.8336,0.5344897959183674,2023/2024
Weekly,12/9/2023,booster,boosted,Nebraska,Overall,Overall,18.397,0.84015306122448985,2023/2024
Weekly,12/9/2023,booster,boosted,Nevada,Overall,Overall,13.5257,0.525765306,2023/2024
Weekly,12/9/2023,booster,boosted,New Hampshire,Overall,Overall,24.3384,0.8571428571428571,2023/2024
Weekly,12/9/2023,booster,boosted,New Jersey,Overall,Overall,17.2033,0.6097959183673469,2023/2024
Weekly,12/9/2023,booster,boosted,New Mexico,Overall,Overall,20.4813,0.662704082,2023/2024
Weekly,12/9/2023,booster,boosted,New York,Overall,Overall,17.1421,0.5565816326530613,2023/2024
Weekly,12/9/2023,booster,boosted,North Carolina,Overall,Overall,16.4956,0.5707142857142857,2023/2024
Weekly,12/9/2023,booster,boosted,North Dakota,Overall,Overall,15.6681,0.7286734693877551,2023/2024
Weekly,12/9/2023,booster,boosted,Ohio,Overall,Overall,15.799,0.7713775510204082,2023/2024
Weekly,12/9/2023,booster,boosted,Oklahoma,Overall,Overall,12.546,0.5083673469387755,2023/2024
Weekly,12/9/2023,booster,boosted,Oregon,Overall,Overall,22.9806,0.6818367346938776,2023/2024
Weekly,12/9/2023,booster,boosted,Pennsylvania,Overall,Overall,18.2793,0.478265306,2023/2024
Weekly,12/9/2023,booster,boosted,Puerto Rico,Overall,Overall,7.6401,0.3436734693877551,2023/2024
Weekly,12/9/2023,booster,boosted,Rhode Island,Overall,Overall,23.423,1.0735714285714286,2023/2024
Weekly,12/9/2023,booster,boosted,South Carolina,Overall,Overall,13.3242,0.8380102040816327,2023/2024
Weekly,12/9/2023,booster,boosted,South Dakota,Overall,Overall,17.3794,0.6033673469387756,2023/2024
Weekly,12/9/2023,booster,boosted,Tennessee,Overall,Overall,12.5498,0.7119897959183673,2023/2024
Weekly,12/9/2023,booster,boosted,Texas,Overall,Overall,12.4688,0.47760204081632657,2023/2024
Weekly,12/9/2023,booster,boosted,Utah,Overall,Overall,16.0402,0.8795918367346939,2023/2024
Weekly,12/9/2023,booster,boosted,Vermont,Overall,Overall,29.8882,1.1585204081632654,2023/2024
Weekly,12/9/2023,booster,boosted,Virgin Islands,Overall,Overall,2.8643,0.5076530612244898,2023/2024
Weekly,12/9/2023,booster,boosted,Virginia,Overall,Overall,19.9611,0.5078571428571429,2023/2024
Weekly,12/9/2023,booster,boosted,Washington,Overall,Overall,22.3979,0.9333673469387754,2023/2024
Weekly,12/9/2023,booster,boosted,West Virginia,Overall,Overall,NA,NA,2023/2024
Weekly,12/9/2023,booster,boosted,Wisconsin,Overall,Overall,22.138,0.8884183673469388,2023/2024
Weekly,12/9/2023,booster,boosted,Wyoming,Overall,Overall,13.1179,0.48051020408163264,2023/2024
Weekly,12/9/2023,booster,boosted,Region 1,Overall,Overall,26.5005,0.7230102040816326,2023/2024
Weekly,12/9/2023,booster,boosted,Region 10,Overall,Overall,21.064,0.5887244897959183,2023/2024
Weekly,12/9/2023,booster,boosted,Region 2,Overall,Overall,15.9997,0.37974489795918365,2023/2024
Weekly,12/9/2023,booster,boosted,Region 3,Overall,Overall,19.8977,0.43209183673469387,2023/2024
Weekly,12/9/2023,booster,boosted,Region 4,Overall,Overall,12.9841,0.35127551020408165,2023/2024
Weekly,12/9/2023,booster,boosted,Region 5,Overall,Overall,19.5321,0.36290816326530617,2023/2024
Weekly,12/9/2023,booster,boosted,Region 6,Overall,Overall,12.6913,0.3974489795918368,2023/2024
Weekly,12/9/2023,booster,boosted,Region 7,Overall,Overall,19.1299,0.6228061224489796,2023/2024
Weekly,12/9/2023,booster,boosted,Region 8,Overall,Overall,19.6622,0.5495408163265306,2023/2024
Weekly,12/9/2023,booster,boosted,Region 9,Overall,Overall,17.4503,0.530969388,2023/2024
Weekly,12/9/2023,booster,boosted,National,Overall,Overall,17.2448,0.17556122448979594,2023/2024
Weekly,12/9/2023,booster,boosted,National,Health Insurance Among 18-64 Years,Insured,14.7617,0.21760204081632653,2023/2024
Weekly,12/9/2023,booster,boosted,National,Health Insurance Among 18-64 Years,Uninsured,5.3398,0.29020408163265304,2023/2024
Weekly,12/9/2023,booster,boosted,National,Health Insurance,Insured,18.7816,0.19413265306122449,2023/2024
Weekly,12/9/2023,booster,boosted,National,Health Insurance,Uninsured,5.6757,0.30025510204081635,2023/2024
Weekly,12/9/2023,booster,boosted,National,Gender Identity,Cisgender,17.2247,0.17505102040816328,2023/2024
Weekly,12/9/2023,booster,boosted,National,Gender Identity,Don't Know/Refused,13.0468,1.2238775510204083,2023/2024
Weekly,12/9/2023,booster,boosted,National,Gender Identity,Transgender/Nonbinary,22.2687,1.475561224489796,2023/2024
Weekly,12/9/2023,booster,boosted,National,Disability Status,No,17.2165,0.1845918367346939,2023/2024
Weekly,12/9/2023,booster,boosted,National,Disability Status,Yes,17.0096,0.4437755102040816,2023/2024
Weekly,12/9/2023,booster,boosted,National,Age,18-29 years,6.8744,0.22244897959183674,2023/2024
Weekly,12/9/2023,booster,boosted,National,Age,30-39 years,11.2104,0.3426020408163265,2023/2024
Weekly,12/9/2023,booster,boosted,National,Age,40-49 years,13.3112,0.34372448979591835,2023/2024
Weekly,12/9/2023,booster,boosted,National,Age,50-64 years,19.4166,0.3713265306122449,2023/2024
Weekly,12/9/2023,booster,boosted,National,Age,65-74 years,31.284300000000002,0.5380102040816327,2023/2024
Weekly,12/9/2023,booster,boosted,National,Age,75+ years,31.6605,0.6410204081632653,2023/2024
Weekly,12/16/2023,booster,boosted,National,Race/Ethnicity,"American Indian/Alaska Native, Non-Hispanic",8.9716,0.8271428571428572,2023/2024
Weekly,12/16/2023,booster,boosted,National,Race/Ethnicity,"Asian, Non-Hispanic",16.112,0.7568877551020409,2023/2024
Weekly,12/16/2023,booster,boosted,Texas-City of Houston,Overall,Overall,13.3542,0.4270408163265306,2023/2024
Weekly,12/16/2023,booster,boosted,Texas-Rest of State,Overall,Overall,12.5863,0.6210714285714286,2023/2024
Weekly,12/16/2023,booster,boosted,Alabama,Overall,Overall,11.4944,0.4829591836734694,2023/2024
